1,1,1,16
1,2,2,16
1,3,3,16
1,4,4,16
1,5,5,16
1,6,6,16
1,7,7,16
1,8,8,16
1,9,16,9
1,10,10,16
1,11,11,16
1,12,12,16
2,4,7,11
2,5,8,12
2,6,9,1
2,7,2,10
2,8,3,11
2,9,4,12
2,10,5,1
2,11,2,6
2,12,7,3
2,1,4,8
2,2,5,9
2,3,6,10
3,6,13,2
3,7,13,3
3,8,13,4
3,9,5,13
3,10,6,13
3,11,13,7
3,12,8,13
3,1,9,13
3,2,13,10
3,3,11,13
3,4,13,12
3,5,13,1
4,7,9,12
4,8,1,10
4,9,11,2
4,10,12,3
4,11,4,1
4,12,2,5
4,1,3,6
4,2,4,7
4,3,5,8
4,4,9,6
4,5,7,10
4,6,8,11
5,8,5,6
5,9,6,7
5,10,7,8
5,11,8,9
5,12,9,10
5,1,10,11
5,2,11,12
5,3,12,1
5,4,1,2
5,5,2,3
5,6,3,4
5,7,4,5
6,9,8,10
6,10,9,11
6,11,10,12
6,12,1,11
6,1,12,2
6,2,3,1
6,3,2,4
6,4,5,3
6,5,4,6
6,6,5,7
6,7,8,6
6,8,9,7
7,10,4,14
7,11,5,14
7,12,14,6
7,1,14,7
7,2,14,8
7,3,14,9
7,4,14,10
7,5,14,11
7,6,14,12
7,7,14,1
7,8,14,2
7,9,3,14
8,11,15,3
8,12,15,4
8,1,15,5
8,2,15,6
8,3,15,7
8,4,15,8
8,5,15,9
8,6,10,15
8,7,11,15
8,8,15,12
8,9,15,1
8,10,15,2
