1,1,1,18
1,2,18,2
1,3,18,3
1,4,18,4
1,5,5,18
1,6,6,18
1,7,7,18
1,8,8,18
1,9,9,18
1,10,10,18
1,11,18,11
2,2,15,9
2,3,15,10
2,4,15,11
2,5,15,1
2,6,2,15
2,7,3,15
2,8,15,4
2,9,15,5
2,10,15,6
2,11,15,7
2,1,8,15
3,3,14,11
3,4,1,14
3,5,2,14
3,6,3,14
3,7,14,4
3,8,14,5
3,9,14,6
3,10,7,14
3,11,8,14
3,1,14,9
3,2,10,14
4,4,5,6
4,5,6,7
4,6,7,8
4,7,8,9
4,8,9,10
4,9,10,11
4,10,11,1
4,11,1,2
4,1,3,2
4,2,3,4
4,3,4,5
5,5,8,10
5,6,9,11
5,7,10,1
5,8,2,11
5,9,1,3
5,10,2,4
5,11,3,5
5,1,4,6
5,2,5,7
5,3,6,8
5,4,7,9
6,6,13,4
6,7,5,13
6,8,6,13
6,9,7,13
6,10,8,13
6,11,9,13
6,1,10,13
6,2,11,13
6,3,1,13
6,4,13,2
6,5,13,3
7,7,16,2
7,8,3,16
7,9,4,16
7,10,5,16
7,11,16,6
7,1,16,7
7,2,16,8
7,3,9,16
7,4,16,10
7,5,16,11
7,6,16,1
8,8,12,7
8,9,8,12
8,10,12,9
8,11,12,10
8,1,12,11
8,2,1,12
8,3,12,2
8,4,3,12
8,5,12,4
8,6,12,5
8,7,12,6
9,10,17,3
9,11,4,17
9,1,17,5
9,2,6,17
9,3,7,17
9,4,8,17
9,5,9,17
9,6,17,10
9,7,11,17
9,8,17,1
9,9,17,2
