1,1,1,16
1,2,2,16
1,3,3,16
1,4,4,16
1,5,5,16
1,6,6,16
1,7,7,16
1,8,8,16
1,9,16,9
1,10,10,16
1,11,11,16
1,12,16,12
1,13,13,16
2,3,7,12
2,4,8,13
2,5,9,1
2,6,2,10
2,7,3,11
2,8,4,12
2,9,5,13
2,10,6,1
2,11,2,7
2,12,3,8
2,13,4,9
2,1,5,10
2,2,6,11
3,4,9,6
3,5,10,7
3,6,8,11
3,7,9,12
3,8,13,10
3,9,11,1
3,10,12,2
3,11,3,13
3,12,1,4
3,13,2,5
3,1,6,3
3,2,7,4
3,3,8,5
4,5,14,13
4,6,14,1
4,7,14,2
4,8,14,3
4,9,4,14
4,10,5,14
4,11,14,6
4,12,7,14
4,13,14,8
4,1,9,14
4,2,14,10
4,3,14,11
4,4,14,12
5,6,3,4
5,7,4,5
5,8,5,6
5,9,6,7
5,10,7,8
5,11,8,9
5,12,9,10
5,13,10,11
5,1,11,12
5,2,12,13
5,3,13,1
5,4,1,2
5,5,3,2
6,8,2,11
6,9,3,12
6,10,4,13
6,11,5,1
6,12,6,2
6,13,7,3
6,1,8,4
6,2,9,5
6,3,6,10
6,4,11,7
6,5,8,12
6,6,13,9
6,7,10,1
7,9,8,10
7,10,9,11
7,11,10,12
7,12,11,13
7,13,12,1
7,1,13,2
7,2,3,1
7,3,2,4
7,4,5,3
7,5,4,6
7,6,7,5
7,7,6,8
7,8,7,9
8,12,15,5
8,13,6,15
8,1,15,7
8,2,15,8
8,3,15,9
8,4,15,10
8,5,15,11
8,6,15,12
8,7,15,13
8,8,15,1
8,9,15,2
8,10,15,3
8,11,15,4
