1,1,1,22
1,2,2,22
1,3,3,22
1,4,22,4
1,5,22,5
1,6,6,22
1,7,7,22
1,8,22,8
1,9,9,22
1,10,10,22
1,11,11,22
1,12,12,22
2,2,17,9
2,3,10,17
2,4,11,17
2,5,17,12
2,6,17,1
2,7,17,2
2,8,3,17
2,9,17,4
2,10,17,5
2,11,17,6
2,12,17,7
2,1,8,17
3,3,11,16
3,4,16,12
3,5,1,16
3,6,16,2
3,7,3,16
3,8,16,4
3,9,5,16
3,10,16,6
3,11,7,16
3,12,16,8
3,1,16,9
3,2,10,16
4,4,18,10
4,5,11,18
4,6,18,12
4,7,18,1
4,8,2,18
4,9,18,3
4,10,4,18
4,11,18,5
4,12,18,6
4,1,18,7
4,2,8,18
4,3,18,9
5,5,4,13
5,6,5,13
5,7,6,13
5,8,13,7
5,9,13,8
5,10,13,9
5,11,13,10
5,12,11,13
5,1,13,12
5,2,1,13
5,3,13,2
5,4,3,13
6,6,7,8
6,7,8,9
6,8,9,10
6,9,10,11
6,10,11,12
6,11,12,1
6,12,1,2
6,1,2,3
6,2,3,4
6,3,4,5
6,4,5,6
6,5,6,7
7,7,5,14
7,8,6,14
7,9,7,14
7,10,8,14
7,11,14,9
7,12,14,10
7,1,14,11
7,2,14,12
7,3,1,14
7,4,2,14
7,5,14,3
7,6,4,14
8,8,12,20
8,9,20,1
8,10,2,20
8,11,20,3
8,12,20,4
8,1,5,20
8,2,20,6
8,3,20,7
8,4,20,8
8,5,9,20
8,6,10,20
8,7,20,11
9,9,6,15
9,10,7,15
9,11,8,15
9,12,9,15
9,1,10,15
9,2,11,15
9,3,15,12
9,4,1,15
9,5,15,2
9,6,15,3
9,7,15,4
9,8,15,5
10,10,19,3
10,11,4,19
10,12,5,19
10,1,19,6
10,2,19,7
10,3,8,19
10,4,9,19
10,5,19,10
10,6,19,11
10,7,19,12
10,8,19,1
10,9,2,19
11,11,2,21
11,12,3,21
11,1,21,4
11,2,21,5
11,3,21,6
11,4,21,7
11,5,8,21
11,6,9,21
11,7,10,21
11,8,11,21
11,9,21,12
11,10,21,1
