1,1,16,1
1,2,2,16
1,3,16,3
1,4,4,16
1,5,5,16
1,6,6,16
1,7,7,16
1,8,8,16
1,9,9,16
1,10,10,16
1,11,11,16
1,12,12,16
1,13,13,16
1,14,16,14
2,2,12,3
2,3,4,13
2,4,5,14
2,5,1,6
2,6,7,2
2,7,8,3
2,8,9,4
2,9,10,5
2,10,11,6
2,11,7,12
2,12,8,13
2,13,9,14
2,14,10,1
2,1,2,11
3,3,9,10
3,4,10,11
3,5,11,12
3,6,12,13
3,7,13,14
3,8,14,1
3,9,1,2
3,10,2,3
3,11,3,4
3,12,4,5
3,13,5,6
3,14,6,7
3,1,7,8
3,2,9,8
4,4,8,6
4,5,7,9
4,6,10,8
4,7,11,9
4,8,10,12
4,9,13,11
4,10,14,12
4,11,13,1
4,12,14,2
4,13,1,3
4,14,4,2
4,1,3,5
4,2,4,6
4,3,5,7
5,5,14,4
5,6,1,5
5,7,2,6
5,8,3,7
5,9,8,4
5,10,5,9
5,11,6,10
5,12,11,7
5,13,8,12
5,14,9,13
5,1,10,14
5,2,11,1
5,3,2,12
5,4,13,3
6,10,7,13
6,11,8,14
6,12,1,9
6,13,10,2
6,14,3,11
6,1,12,4
6,2,5,13
6,3,6,14
6,4,1,7
6,5,2,8
6,6,3,9
6,7,10,4
6,8,5,11
6,9,6,12
7,11,5,2
7,12,3,6
7,13,7,4
7,14,5,8
7,1,6,9
7,2,10,7
7,3,11,8
7,4,12,9
7,5,13,10
7,6,14,11
7,7,12,1
7,8,13,2
7,9,14,3
7,10,4,1
8,13,15,11
8,14,15,12
8,1,13,15
8,2,15,14
8,3,15,1
8,4,15,2
8,5,15,3
8,6,15,4
8,7,5,15
8,8,6,15
8,9,7,15
8,10,15,8
8,11,15,9
8,12,15,10
